State Name,Grade Level,Grade Band,Course ,State Identifier,Standard,Category,~CSTA,CSTA Identifier,CSTA Standard,Other Info,Notes
AR,N/A,9-12,465420,AIML.Y2.9.1 ,"Research, describe, and utilize generative programs and probabilistic programming languages",Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,CSTA standard 3B-AP-24 is the closest related CSTA standard
AR,N/A,9-12,465420,AIML.Y2.9.2,Use collaboration tools and version control systems in a group software project of appropriate complexity,Computers and Communications,based,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,Content Cluster 9: Students will utilize appropriate hardware and software.,
AR,N/A,9-12,465420,AIML.Y2.9.3,Continuation of this standard is not specifically included or excluded,Computers and Communications,,,,Content Cluster 9: Students will utilize appropriate hardware and software.,
AR,N/A,9-12,465420,AIML.Y2.9.4,Identify and describe the purpose of hardware components within artificial intelligence and machine learning systems,Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.10.1 ,"Research and describe the risks and risk mitigation strategies associated with the implementation of artificial intelligence and machine learning in the real world (e.g., biased decision making, lethal autonomous weapons, social media echo chambers, surveillance)",Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,3A-IC-29 and 3A-IC-24 are the most related CSTA standards but they are not specifically around risks and risk mitigation w/artificial intelligence.
AR,N/A,9-12,465420,AIML.Y2.10.2,"Research and describe issues related to creating and enforcing cyber-related laws and regulations (e.g., ethical challenges, policy vacuum, privacy versus security, unintended consequences)",Professionalism and Impacts of Computing,based,3A-NI-08,Explain tradeoffs when selecting and implementing cybersecurity recommendations.,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,The identified CSTA standard is the most closely related
AR,N/A,9-12,465420,AIML.Y2.10.3,Research and describe the potential benefits associated with the implementation of artificial intelligence and machine learning in the real world,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.10.4,"Identify the ethical implications encountered in the curation, management, and monetization of data (e.g., harvesting, information overload, knowledge management repositories, sharing, summarizing)",Professionalism and Impacts of Computing,based,3A-IC-29,Explain the privacy concerns related to the collection and generation of data through automated processes that may not be evident to users.,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,Both standards deal with collection of data / AR standard is broader
AR,N/A,9-12,465420,AIML.Y2.10.5,"Explain advantages and disadvantages of various software life cycle processes (e.g., Agile, spiral, waterfall)",Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,CSTA standard 3B-AP-17 is related to the software life cycle process but students would be using one not comparing different ones.
AR,N/A,9-12,465420,AIML.Y2.10.6,"Research and outline the history of the development of artificial intelligence within the following time periods:
◼ Pre-1940 (e.g., mathematics, philosophy, psychology)
◼ 1940 - 1980
◼ 1980 - 2000
◼ 2000 - 2020",Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.10.7,Demonstrate industry-relevant technical and soft skills,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.10.8,"Research and describe the ethical, philosophical, and safety ramifications of the implementation of both weak and strong artificial intelligence",Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.11.1 ,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,
AR,N/A,9-12,465420,AIML.Y2.11.2,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,
AR,N/A,9-12,465420,AIML.Y2.11.3,"Research and describe the history of bias within artificial intelligence and machine learning and how it has contributed to classification errors and lead to unintended outcomes (e.g., Correctional Offender Management Profiling for Alternative Sanctions [COMPAS] software, Microsoft’s Tay)",Professionalism and Impacts of Computing,different,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.11.4,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,
